id,weight,originHubId,destinationHubId,priority
PKG-001625,,WH-025,WH-035,STANDARD
pkg-001626,290.86,WH-065,WH-022,LOW
pkg-001627,71.14,WH-083,WH-015,STANDARD
 PKG-001628 , 141.7323660625105 ,WH-093,WH-069,LOW
PKG-001629,351.11, WH-031 ,WH-086,STANDARD
PKG-001630,233.71,WH-039,WH-027,URGENT
PKG-001631,285.06,WH-049,WH-059,LOW
PKG-001632,163.33,WH-094, WH-053 ,LOW
PKG-001633,233.30,WH-095,WH-013,URGENT
PKG-001634,22.13,WH-052,WH-074,URGENT
PKG-001635,204.90,WH-002,WH-097,urgent
PKG-001636,359.00,WH-023,WH-010,LOW
PKG-001637,19.36,WH-042,WH-093,URGENT
PKG-001638,480.67,WH-079,WH-024,URGENT,
PKG-001639,412.45,WH-060,WH-030,LOW
PKG-001640,349.81,WH-005,WH-003,LOW
PKG-001641,172.72,WH-053,WH-089,URGENT
PKG-001642,34.14,WH-042,wh-064,STANDARD
PKG-001643,174.94,WH-060,WH-033,URGENT
PKG-001644,170.82,WH-024,WH-053,URGENT
PKG-001645,123.87,WH-048,WH-086,LOW
PKG-001646,170.13,WH-084, WH-090 ,STANDARD
PKG-001647,403.00,WH-038,WH-034,STANDARD
PKG-001648,348.36,WH-033, WH-025 ,URGENT
PKG-001649,433.91,WH-016,WH-094,URGENT,
PKG-001650,50.28,WH-098,wh-095,LOW
pkg-001651,155.05,WH-047,WH-016,URGENT
PKG-001652,202.23,WH-005,WH-042,LOW
pkg-001653,61.83,WH-086,WH-034,LOW
PKG-001654,277.53,WH-072,WH-040,STANDARD
PKG-001655,137.89,WH-081,WH-005,URGENT
PKG-001656,370.67,WH-099,,STANDARD
PKG-001657,331.77,WH-051,WH-030,URGENT
PKG-001658,248.03,WH-098,WH-079,STANDARD
PKG-001659,496.51,WH-088, WH-044 ,URGENT
PKG-001660,257.84,WH-093,WH-081,URGENT
 PKG-001661 ,454.16, WH-045 ,WH-033, URGENT 
PKG-001662, 152.27424429404925 ,WH-026,WH-043,STANDARD
PKG-001663,269.29,WH-076,WH-014,STANDARD
PKG-001664,204.99,WH-065,WH-055,STANDARD
PKG-001665,411.79,WH-060,WH-090,LOW
pkg-001666,117.62,WH-069,WH-059,URGENT
PKG-001667,218.72,WH-077,WH-097,
PKG-001668,154.25,wh-019,WH-003,STANDARD
PKG-001669,264.57, WH-012 ,WH-077,LOW
PKG-001670,407.41,WH-036,WH-046,standard
PKG-001671,426.07,WH-021,WH-056,URGENT
PKG-001672,145.73,WH-047,WH-013,VIP
PKG-001673,42.40,,WH-008,STANDARD,
,26.70,WH-031,WH-018,LOW
PKG-001675,3.24,WH-013, WH-053 ,URGENT
PKG-001676,309.04,WH-014, WH-033 ,URGENT
pkg-001677,474.10,WH-065,WH-024
,83.37,WH-026,WH-018,low
PKG-001679,364.53,wh-023,WH-038,LOW
PKG-001680,115.37,WH-011,wh-058,LOW

 PKG-001681 ,425.66,WH-013, WH-028 ,LOW
PKG-001682,133.96,WH-009,WH-042,STANDARD
PKG-001683,77.72,WH-019,WH-056,LOW
PKG-001684,404.24,WH-007,WH-086,URGENT
PKG-001685,140.42,WH-028,WH-008,LOW
PKG-001686,159.14,WH-067,WH-038,URGENT
PKG-001687,476.43,WH-009,WH-091,LOW
PKG-001688,390.18,WH-054,WH-061,URGENT
PKG-001689,68.71,WH-043,WH-035,
PKG-001690,142.30,WH-036,WH-091,LOW
PKG-001691,82.95,WH-061,WH-028,STANDARD
PKG-001692,444.33,WH-017,WH-040,URGENT
PKG-001693,175.54,WH-035,WH-021,LOW
PKG-001694,383.28,WH-022,WH-054,URGENT
PKG-001695,346.78,WH-058,WH-029,VIP
pkg-001696,428.87, WH-031 ,wh-038,LOW
PKG-001697,464.59,WH-017,WH-038,LOW
 PKG-001698 ,327.78,WH-006,,URGENT
PKG-001699,462.29,WH-092,WH-042,URGENT
PKG-001700,187.40,WH-061,WH-024,URGENT
PKG-001701,125.56,WH-065, WH-083 ,vip
PKG-001702,94.71,WH-059,wh-068,STANDARD
PKG-001703,133.21,WH-003,WH-029,STANDARD
PKG-001704,247.21,WH-039,WH-028,URGENT
PKG-001705,34.15,WH-073,WH-011,LOW
PKG-001706,null,WH-015,WH-049,STANDARD
PKG-001707,448.25,WH-068,WH-014,LOW
pkg-001708, 107.41691837289756 ,wh-097,WH-019,URGENT
PKG-001709,,WH-066,WH-045,URGENT
PKG-001710,41.41,WH-079,WH-042,STANDARD
PKG-001711,394.76,wh-092,WH-031,VIP
PKG-001712,75.52,WH-052,WH-060,STANDARD
PKG-001713,166.45, WH-041 ,WH-048,URGENT
PKG-001714,451.49,WH-058,WH-040, STANDARD 
,491.33,WH-044,WH-008,URGENT
PKG-001716,185.87,WH-039,WH-051,URGENT
PKG-001717,476.07,WH-007,WH-097,standard
PKG-001718,485.13,WH-017,WH-090,URGENT
PKG-001719,392.76,WH-051,WH-034, URGENT 
PKG-001720,227.29,WH-079,,STANDARD
pkg-001721,97.00,WH-080,WH-008,LOW
PKG-001722,51.57,WH-100,WH-050,STANDARD
PKG-001723,28.29,,WH-087,URGENT
PKG-001724,136.58,WH-024,WH-082,LOW
PKG-001725,224.94,WH-027,WH-069,CRITICAL
PKG-001726,5.41,WH-063,WH-074,EXPRESS
PKG-001727,434.94,WH-095,WH-048, URGENT 
PKG-001728,377.44,WH-005,WH-100,STANDARD
PKG-001729,490.39, WH-013 ,WH-019,URGENT
PKG-001730,265.23,WH-093,WH-080,LOW
PKG-001731,169.66,wh-033,WH-093,STANDARD
PKG-001732,88.67504941399505kg,WH-017,WH-001,URGENT
PKG-001733,188.24,WH-069,WH-079,LOW
PKG-001734,300.15,,WH-044, STANDARD 
PKG-001735,179.31,WH-088,WH-064,LOW
PKG-001736,236.60,WH-061,WH-015,STANDARD
PKG-001737,498.21,WH-092,WH-054,STANDARD
PKG-001738,324.60,WH-061,WH-023,URGENT
PKG-001739,17.07,WH-072,WH-083,LOW
pkg-001740,162.64,WH-035,WH-052,standard
PKG-001741,462.34,WH-021,WH-025,URGENT
PKG-001742,335.56,WH-029,WH-032,URGENT
PKG-001743,389.52,WH-014,WH-060,URGENT
PKG-001744,78.54,WH-097, WH-046 ,STANDARD
PKG-001745,411.58,WH-100,WH-033,LOW
PKG-001746,302.91,WH-019,WH-078,URGENT
PKG-001747,152.91,WH-099,WH-054,
PKG-001748,391.92,WH-063,WH-071, LOW 
PKG-001749,58.93,WH-059,WH-096
PKG-001750,268.56,WH-058,WH-017,LOW
PKG-001751,337.64,WH-004,WH-048,URGENT
pkg-001752,291.73893198390397kg,WH-078,WH-099,low
PKG-001753,474.77,WH-066,WH-068,CRITICAL
PKG-001754,298.65,WH-010,wh-002,urgent
,300.50,WH-072,WH-062,STANDARD
PKG-001756,145.99,WH-063, WH-006 ,urgent
PKG-001757,239.35,WH-082,WH-043,STANDARD
PKG-001758,392.39,WH-074,WH-005,URGENT
PKG-001759,329.79,WH-066,WH-062,STANDARD
PKG-001760,445.05,WH-027,WH-090,LOW
pkg-001761,314.79,WH-049,wh-082,LOW
PKG-001762,149.96,WH-078,WH-062,URGENT
PKG-001763,250.50,WH-030,WH-100,STANDARD
PKG-001764,186.89,WH-003,WH-010,STANDARD
PKG-001765,315.07,WH-002,WH-033,STANDARD
,186.57,WH-065,WH-033,
PKG-001767,156.08,wh-100,WH-014,STANDARD
PKG-001768,159.74,WH-018,WH-073,STANDARD
PKG-001769,383.40,WH-006, WH-050 ,STANDARD
PKG-001770,36.96,WH-096,WH-029,LOW
PKG-001771,487.04, WH-087 , WH-051 ,VIP
PKG-001772,355.61,WH-005,WH-079,LOW
PKG-001773,113.57, WH-014 ,WH-008,LOW
PKG-001774,30.27,WH-073,WH-072,STANDARD
PKG-001775,380.61,WH-087,WH-097,STANDARD
PKG-001776,221.65,WH-070,WH-016,LOW
PKG-001777,227.41,WH-078,WH-090,STANDARD
PKG-001778,377.71,wh-005,WH-022,LOW
PKG-001779,272.16,wh-069,WH-076,LOW
PKG-001780,20.42,WH-049,WH-067,URGENT
PKG-001781,438.51,WH-059,WH-003,STANDARD
PKG-001782,N/A,WH-096,WH-028,low
PKG-001783,369.20,WH-067,WH-019,STANDARD
PKG-001784,172.41,WH-023, WH-005 ,LOW
PKG-001785,35.06,WH-073,WH-035,LOW
PKG-001786,20.22,WH-014,WH-033,URGENT
PKG-001787,455.20,WH-003,WH-012,LOW
PKG-001788,481.84,WH-082,WH-084,LOW
pkg-001789,377.20,WH-049,WH-099,URGENT
pkg-001790,32.67,WH-023,WH-097,URGENT
PKG-001791,81.62,WH-007,WH-090,STANDARD
PKG-001792,414.13,WH-079,WH-040,VIP
PKG-001793,133.69,WH-055,WH-095,low

PKG-001794,431.14,WH-082,WH-034,EXPRESS,
PKG-001795,128.34,WH-047,wh-065,STANDARD
PKG-001796,108.56,,WH-056,
PKG-001797,156.66,WH-047, WH-064 ,URGENT
PKG-001798,226.97,WH-054,WH-071,STANDARD
PKG-001799,441.67,WH-083,WH-056,STANDARD
PKG-001800,499.94,WH-073,WH-025,STANDARD
PKG-001801,44.01,WH-067,WH-008,URGENT
PKG-001802,186.94,WH-013, WH-088 ,STANDARD
PKG-001803,338.09,WH-098,,STANDARD
PKG-001804,128.75,WH-099, WH-074 ,STANDARD
PKG-001805,385.87,WH-076, WH-090 ,vip
PKG-001806,375.79,WH-079,WH-085,URGENT
pkg-001807,467.82,WH-087,WH-084,URGENT
PKG-001808,null,WH-069,WH-086,LOW
PKG-001809,51.09,WH-091,WH-066,LOW
PKG-001810,60.85,WH-064,WH-018,URGENT
PKG-001811,88.41,WH-097,WH-051,STANDARD
PKG-001812,325.45, WH-013 ,,LOW
PKG-001813,4.21,,WH-077,URGENT
PKG-001814,56.90,WH-079, WH-054 ,LOW
PKG-001815,395.47,WH-082,wh-015,STANDARD
,434.86,WH-095,WH-046,URGENT
PKG-001817,1.31,WH-043,WH-065,URGENT
PKG-001818,38.16,WH-050,WH-094,URGENT
PKG-001819,276.18,WH-017,WH-025,STANDARD
PKG-001820,85.28,WH-017,WH-029,LOW
PKG-001821,92.95,WH-030,WH-063,URGENT
PKG-001822,221.18,WH-075,WH-086,URGENT
PKG-001823,314.99,WH-050,WH-088,low
PKG-001824,349.25,WH-049,WH-034,URGENT
PKG-001825,,WH-051,WH-099,LOW
PKG-001826,93.73,WH-087,WH-037,standard
PKG-001827,172.60,WH-097,WH-088,STANDARD
PKG-001828,50.94,WH-026,WH-005, STANDARD 
PKG-001829,29.73,WH-091,WH-086,LOW
PKG-001830,271.57,WH-074,WH-088,STANDARD
PKG-001831,44.65,WH-094,WH-065,URGENT
PKG-001832,229.04,WH-040,WH-090,LOW
PKG-001833,341.17,WH-014,WH-091,LOW
PKG-001834,205.74,WH-002,WH-045,STANDARD
PKG-001835,22.93,WH-015,WH-016,URGENT
PKG-001836,17.73,WH-049,,LOW
PKG-001837,39.46,WH-005,WH-003,URGENT
PKG-001838,489.60,WH-079,WH-096,LOW
PKG-001839,238.06,WH-082,WH-099,LOW
PKG-001840,101.45,WH-088,WH-061,STANDARD
PKG-001841,27.61,WH-054,WH-100,URGENT

PKG-001842,461.45,WH-004,WH-006,LOW
PKG-001843,336.05,WH-042,WH-037,STANDARD
PKG-001844,144.96,WH-081,WH-033,URGENT
PKG-001845,74.80,WH-005,WH-092,STANDARD
PKG-001846,N/A,WH-023,WH-070,LOW
PKG-001847,434.15,,WH-093,LOW
PKG-001848,365.83,WH-062,WH-063,STANDARD
PKG-001849,313.73,WH-034,WH-041,URGENT
PKG-001850,217.33,WH-038,WH-067,STANDARD
PKG-001851,364.54,WH-021,WH-080,STANDARD
PKG-001852,N/A,WH-065,WH-020,standard
PKG-001853,164.79,WH-067,WH-064,STANDARD
PKG-001854,252.75,WH-067,WH-042,LOW
PKG-001855,165.01,WH-067,WH-100,STANDARD
PKG-001856,479.71,WH-087,WH-029,URGENT
PKG-001857,469.84, WH-054 ,WH-026,URGENT
PKG-001858,44.92,WH-027,WH-008,LOW
PKG-001859,255.26,WH-044,WH-089,URGENT
PKG-001860,,WH-081,WH-045
PKG-001861,72.73,WH-048,WH-083,URGENT
PKG-001862,421.11,WH-047,WH-073,URGENT
PKG-001863,472.40, WH-019 ,WH-078,STANDARD
PKG-001864,454.04,WH-055,WH-068,standard
PKG-001865,135.42,WH-057,WH-043,low
PKG-001866,321.33,WH-046,WH-095,URGENT
PKG-001867,343.25,WH-099,WH-045,LOW
PKG-001868,129.37,,WH-047,urgent
PKG-001869,204.68,WH-008,WH-040,LOW
 PKG-001870 ,455.89,WH-006,WH-030,URGENT
PKG-001871,60.00, WH-071 ,WH-031, STANDARD 
PKG-001872,373.15,WH-018,WH-066,LOW
 PKG-001873 ,97.07,wh-026,WH-016,VIP
PKG-001874,459.77,WH-093,WH-029,URGENT
PKG-001875,243.69,WH-078,WH-011,STANDARD
PKG-001876,232.75,WH-029, WH-022 ,STANDARD
PKG-001877,358.14,WH-079,WH-092,LOW
pkg-001878,225.83,WH-051,WH-049,URGENT
PKG-001879,309.44,WH-034,WH-073,LOW
PKG-001880,,WH-074,WH-004,STANDARD
PKG-001881,42.39,wh-083,WH-092,LOW
pkg-001882,221.60,WH-079,WH-046,URGENT
PKG-001883,453.03,WH-034,WH-032,URGENT
PKG-001884,0.91,WH-029,WH-033,VIP
 PKG-001885 ,8.99,wh-030,WH-080,
PKG-001886,25.80,WH-040,WH-050, STANDARD 
PKG-001887,412.72097232309324kg,WH-046,WH-051, EXPRESS 
PKG-001888,489.71,WH-016, WH-078 ,VIP
PKG-001889,28.50,WH-007,,URGENT
PKG-001890,193.17,WH-068,WH-079,URGENT
PKG-001891,397.20,WH-019,wh-030,LOW
PKG-001892,452.99,WH-041,WH-032,STANDARD
PKG-001893,430.71, WH-081 , WH-068 ,URGENT
PKG-001894,286.25,WH-027,wh-068
PKG-001895,364.88,WH-069,WH-001,URGENT
PKG-001896,324.61,WH-003,WH-038,LOW
PKG-001897,147.87,WH-010,WH-008,STANDARD
PKG-001898,40.07,wh-071,WH-012,URGENT
PKG-001899,431.64,WH-045,WH-036,
PKG-001900,401.91,WH-026,WH-083,
PKG-001901, 81.90118178134843 ,WH-026,WH-076,URGENT
PKG-001902,232.78,WH-092,WH-081,LOW
PKG-001903,242.25,WH-072,WH-001, URGENT 
PKG-001904,478.03,WH-091,WH-089,URGENT
PKG-001905,56.16,WH-037,WH-045,
 PKG-001906 ,143.00,WH-085,WH-092,URGENT
PKG-001907,424.19,WH-036,WH-026,URGENT
PKG-001908,93.86,WH-082, WH-078 ,STANDARD
PKG-001909,55.84,WH-010,WH-067,LOW
PKG-001910,132.78,WH-037,WH-081,LOW
PKG-001911,15.09,WH-089,WH-070,LOW
 PKG-001912 ,494.55,WH-058,WH-067,STANDARD
PKG-001913,147.09,WH-067,WH-096,URGENT
PKG-001914,217.23,WH-046,WH-070,URGENT

PKG-001915,25.99,WH-030,WH-014,EXPRESS
PKG-001916,284.51,WH-100,WH-083,LOW
PKG-001917,94.74,WH-032,WH-082,STANDARD
,403.37,WH-097,WH-064,LOW
PKG-001919,202.63,wh-081,WH-049,LOW
PKG-001920,189.10,WH-079,WH-067,CRITICAL
PKG-001921,272.00,wh-090,WH-048,URGENT
PKG-001922,134.40,,WH-044,URGENT
PKG-001923,113.64,WH-033,WH-093,VIP
PKG-001924,380.00,WH-013,WH-099,STANDARD
PKG-001925,36.20,WH-029,WH-002,URGENT
 PKG-001926 ,319.76,WH-064,WH-001,URGENT
PKG-001927,13.24,WH-068,WH-089,URGENT
PKG-001928,4.32,WH-071,WH-069,LOW
PKG-001929,149.14,WH-090,WH-010,STANDARD
PKG-001930,140.24,WH-007,WH-097,STANDARD
PKG-001931,236.76,WH-079,WH-071,URGENT
PKG-001932,124.33,WH-010,WH-054,URGENT
PKG-001933,334.02,WH-032,WH-017,URGENT
PKG-001934,154.65,WH-019,WH-082,LOW
PKG-001935,201.35,WH-097,WH-053,URGENT
PKG-001936,71.85,WH-087,WH-019,URGENT
PKG-001937,395.84, WH-019 ,wh-007,URGENT
 PKG-001938 ,86.08,WH-038,WH-012,STANDARD
pkg-001939,184.78,wh-026,WH-063,LOW
PKG-001940,211.11,WH-070,WH-094,LOW
PKG-001941,165.25,wh-051,WH-055,LOW

PKG-001942,185.57,WH-021,WH-048,standard
PKG-001943,192.21,WH-080,WH-098,URGENT
PKG-001944,226.87,WH-019,WH-057,LOW
PKG-001945,312.84,WH-003,WH-092,URGENT
pkg-001946,248.10,WH-001,,STANDARD
PKG-001947,279.79,WH-012,WH-029,LOW
PKG-001948,208.83,WH-097,WH-023,URGENT
PKG-001949,426.36,WH-016,WH-049,URGENT
PKG-001950,376.23,WH-083,,URGENT
PKG-001951,22.57,WH-096,wh-057,LOW
PKG-001952, 432.62263818654867 , WH-076 ,WH-094,EXPRESS
pkg-001953,479.34,WH-036,WH-028,STANDARD
PKG-001954,236.40,WH-079,WH-024,STANDARD
 PKG-001955 ,9.71,WH-035,WH-100,VIP
PKG-001956,118.46,WH-099,WH-052,STANDARD
PKG-001957,N/A,WH-043,WH-089,LOW
PKG-001958,195.33, WH-047 ,WH-024,STANDARD
PKG-001959,460.77,WH-084,WH-010,URGENT
PKG-001960,395.09,WH-022, WH-057 ,LOW
PKG-001961,,wh-055,WH-030,URGENT
PKG-001962,100.88,WH-086,wh-008,LOW
PKG-001963,471.59,wh-027,WH-038,LOW
PKG-001964,488.48,WH-033,WH-024,LOW
PKG-001965,186.09,WH-062,WH-043,LOW
PKG-001966,253.23,WH-083,WH-047,low
PKG-001967,435.34,WH-054,WH-042,LOW
PKG-001968,74.97,WH-027,WH-068,LOW
,,WH-051,WH-011,LOW
PKG-001970,116.19,WH-017,WH-007,URGENT
PKG-001971,250.74,WH-095,WH-043,URGENT
PKG-001972,239.70,WH-027,WH-059,URGENT
PKG-001973,467.92,,WH-097,
 PKG-001974 ,N/A,WH-015,WH-006
PKG-001975, 135.28045706171625 ,WH-083,WH-039,NONE
PKG-001976,186.08,WH-053,WH-054,LOW
PKG-001977,86.07,WH-092,WH-013,URGENT
PKG-001978,19.99,WH-065,WH-068,LOW
PKG-001979,,WH-006,WH-079,LOW
PKG-001980,484.83,WH-032,WH-090,LOW
PKG-001981,463.26,WH-074,WH-047,LOW
PKG-001982,315.06,WH-092,WH-043,LOW
PKG-001983,465.27,WH-039,WH-056,LOW
PKG-001984,190.69,WH-034,WH-031,
PKG-001985,104.60, WH-085 , WH-023 ,STANDARD
PKG-001986,415.15,WH-070,WH-071,STANDARD
PKG-001987,300.78,WH-059,WH-091,LOW
PKG-001988,325.84, WH-053 ,WH-025,LOW
PKG-001989,256.90,WH-060,WH-097,STANDARD
 PKG-001990 ,434.89,WH-071,WH-070,standard
PKG-001991,456.84,WH-100,WH-066,STANDARD
PKG-001992,295.53,WH-043,WH-036,CRITICAL
PKG-001993,337.35,WH-040,WH-076,CRITICAL
PKG-001994,3.649198349240056kg,WH-092,WH-044, LOW 
PKG-001995,433.08,WH-084,WH-028,STANDARD
,126.19,WH-061,WH-020,
PKG-001997,343.91,WH-045,WH-024,STANDARD
PKG-001998,261.54,WH-065,WH-007,URGENT
pkg-001999,104.64,WH-024, WH-072 ,URGENT
PKG-002000,166.12,,WH-085,STANDARD
 PKG-002001 ,176.22,WH-089,wh-011,URGENT
PKG-002002, 157.9095235591441 ,WH-097,WH-078,LOW
PKG-002003,357.97,WH-096,WH-062,LOW
PKG-002004,174.92,WH-071,WH-031,LOW
PKG-002005,211.78,WH-073,WH-055,URGENT
PKG-002006,N/A,WH-036,WH-090,NONE
PKG-002007,90.25,WH-035,WH-081,STANDARD

PKG-002008,152.02,WH-089,WH-035,LOW
PKG-002009,368.44,WH-039,WH-025,URGENT
PKG-002010,270.90,WH-053,WH-094,NONE
PKG-002011,462.33,WH-084,WH-090,NONE
PKG-002012, 419.96713007795256 ,WH-086,WH-014,URGENT
PKG-002013,195.14,WH-049,WH-025,STANDARD

 PKG-002014 ,415.21,WH-055,WH-072,LOW,
 PKG-002015 ,133.79,WH-014,WH-099,STANDARD
PKG-002016,196.37,WH-036,WH-081,STANDARD
PKG-002017,464.73,WH-020,WH-046,LOW
PKG-002018,null,WH-026,WH-050,URGENT
PKG-002019,286.92,wh-010,WH-080,LOW
PKG-002020,66.97,WH-091,WH-035,STANDARD
PKG-002021,,WH-002,WH-001,URGENT
PKG-002022,327.06,WH-029,WH-063,LOW
pkg-002023,230.51,WH-051,WH-086,LOW
PKG-002024,351.13,WH-052,WH-054,URGENT
PKG-002025,407.98, WH-033 ,WH-054,LOW
PKG-002026,,WH-082,WH-057, STANDARD 
PKG-002027,300.40,WH-041,WH-050,STANDARD
PKG-002028,455.98,WH-074,WH-009,STANDARD
PKG-002029,301.28,WH-064,WH-096, URGENT 
PKG-002030,69.89,WH-096,WH-011,STANDARD
PKG-002031,388.37,WH-096,WH-005,STANDARD
PKG-002032,454.69,WH-003,WH-078,URGENT
PKG-002033,317.09,WH-033,WH-042,STANDARD
PKG-002034,160.34,WH-071,wh-070,LOW
PKG-002035,108.22,WH-049, WH-082 ,STANDARD
PKG-002036,239.44,,WH-095,VIP
PKG-002037,71.70,WH-030,WH-003,LOW
PKG-002038,417.43,WH-037,WH-074,URGENT
PKG-002039,211.86,WH-019,WH-077,STANDARD
PKG-002040,313.09,wh-034,WH-097,STANDARD
PKG-002041,443.73,WH-070,WH-057,STANDARD
PKG-002042,233.84,WH-094,WH-088,LOW
PKG-002043,235.27,WH-086,WH-026,STANDARD
pkg-002044,210.82,WH-026,WH-043,URGENT
PKG-002045,116.01,WH-034,WH-056,LOW
PKG-002046,391.09,WH-089,WH-088,STANDARD
 PKG-002047 ,235.93,WH-100,WH-001,LOW
PKG-002048,422.35,WH-016,WH-040,STANDARD
PKG-002049,444.98,wh-037, WH-058 ,URGENT
PKG-002050,284.50,WH-022,wh-058, LOW 
PKG-002051,250.59,WH-024,WH-051,URGENT,
PKG-002052,367.58,WH-059,WH-012,STANDARD
PKG-002053,0.59,wh-019,WH-082,STANDARD
PKG-002054,162.20,WH-037,WH-075,URGENT
PKG-002055,131.14,WH-053,WH-099,LOW
PKG-002056,83.24,WH-063,WH-042,LOW
PKG-002057,73.56,WH-006,WH-048,URGENT
PKG-002058,160.91,WH-027,WH-018,URGENT
PKG-002059,340.37,WH-030,WH-038,LOW
PKG-002060,381.65,WH-059,WH-042,URGENT
PKG-002061,473.04,WH-036,WH-020,urgent
pkg-002062,428.64,WH-093,WH-050,URGENT
PKG-002063,67.11,WH-038,WH-061,
PKG-002064,96.80, WH-043 ,WH-009,
PKG-002065,461.41,WH-084,WH-095,LOW
PKG-002066,,WH-061,WH-013,URGENT
PKG-002067,213.54,WH-032,WH-073,URGENT
PKG-002068,null,WH-002,WH-004,urgent
PKG-002069, 60.363143098979045 ,WH-029,WH-026, STANDARD 
PKG-002070,422.84,WH-003,,LOW
PKG-002071,45.39,WH-072,WH-099
PKG-002072,271.48,wh-005,WH-056,urgent
PKG-002073,338.98,WH-061,WH-084,LOW
PKG-002074,441.76,WH-074,WH-079,STANDARD
PKG-002075,233.98,WH-027,WH-052,STANDARD
PKG-002076,477.56,WH-063,wh-010,standard
PKG-002077,303.06,WH-017,WH-065,
pkg-002078,76.68,WH-080,WH-074,LOW
PKG-002079,54.56,WH-092,WH-016,
PKG-002080,330.94,wh-019, WH-098 ,URGENT
PKG-002081,40.13,wh-059,WH-097,STANDARD
PKG-002082,,WH-046,WH-017,LOW
PKG-002083,302.17, WH-050 ,WH-054,LOW
pkg-002084,373.82,wh-039,WH-007,STANDARD
PKG-002085,93.30, WH-019 ,WH-009, URGENT 

PKG-002086,336.62, WH-023 , WH-038 ,LOW
PKG-002087,162.00,WH-030, WH-093 ,low
PKG-002088,236.04,WH-047,WH-084,STANDARD
PKG-002089, 107.52821508379503 ,WH-093,WH-014,STANDARD
PKG-002090,49.30,WH-089,WH-020,LOW
PKG-002091,217.85,WH-058,WH-066, STANDARD 
PKG-002092,421.28,WH-007,WH-031,URGENT
PKG-002093,309.44,WH-098,WH-025,URGENT
PKG-002094,39.37,wh-064,WH-084,LOW
PKG-002095,268.93,WH-016,WH-088,STANDARD
PKG-002096,105.03, WH-038 ,WH-096,URGENT
PKG-002097,63.62,WH-050,WH-068,LOW
 PKG-002098 ,296.16,wh-003,WH-002,LOW
PKG-002099,264.11,WH-030,WH-022, STANDARD 
PKG-002100,347.67,WH-060,WH-072,URGENT
PKG-002101,57.72,WH-024,WH-079,STANDARD
pkg-002102,1.76,WH-007,WH-086,STANDARD
PKG-002103, 67.05911280747704 ,WH-096,WH-077,URGENT
PKG-002104,35.92,WH-077,WH-047,none
PKG-002105,495.97,WH-032,WH-011,LOW
PKG-002106,464.90,WH-013,WH-097, LOW 
PKG-002107,480.92,WH-068,WH-016,LOW
PKG-002108,475.46,WH-029,WH-094,LOW
PKG-002109,389.91,WH-034,WH-077,LOW
PKG-002110,146.02,wh-029,WH-074,STANDARD
PKG-002111,159.45,WH-067,WH-011,URGENT
PKG-002112,472.29,WH-100,wh-092,STANDARD
PKG-002113,366.50,WH-017,WH-019,NONE
PKG-002114,303.89,WH-021,WH-068,STANDARD
PKG-002115,421.72,WH-050,WH-037,VIP
PKG-002116,74.70,WH-032,WH-068,STANDARD
PKG-002117,361.97,WH-017,WH-003,urgent
 PKG-002118 ,378.71,WH-094,wh-093,STANDARD
PKG-002119,167.68, WH-098 ,WH-061,URGENT
PKG-002120,470.07,WH-021,WH-049, STANDARD 

PKG-002121,163.48,WH-056,WH-026,LOW
 PKG-002122 ,497.19,WH-010,WH-073,LOW
PKG-002123,35.15,WH-077,WH-052,STANDARD
 PKG-002124 ,197.50,WH-025,WH-037,URGENT
PKG-002125,59.82,WH-059,WH-022,STANDARD
PKG-002126,340.76,WH-097,WH-011,LOW
PKG-002127,440.76,,WH-050,CRITICAL
PKG-002128,41.54,WH-017,WH-046,STANDARD
PKG-002129,434.26,WH-099,WH-019, URGENT 
PKG-002130,478.63,WH-008,WH-001,LOW
PKG-002131,318.76,WH-061,WH-035,URGENT
PKG-002132,281.78,WH-067,WH-096,URGENT
 PKG-002133 ,489.38,WH-092,WH-021,LOW
PKG-002134,269.96,WH-050,WH-023,LOW
PKG-002135,234.11,WH-055,WH-035, LOW 
PKG-002136,156.28,WH-089,WH-004,low
PKG-002137,300.08,WH-011,WH-075,STANDARD
PKG-002138,358.94,WH-066,WH-017,LOW
PKG-002139,290.24,WH-051,WH-030,standard
PKG-002140,303.94,WH-046,WH-083,STANDARD
PKG-002141,251.09822458871588kg,WH-065,WH-086,LOW
PKG-002142,220.30,WH-056,WH-015,URGENT
PKG-002143,452.80,WH-100,WH-049,LOW
PKG-002144,460.45,,WH-089,URGENT
PKG-002145,376.83,WH-075,,STANDARD
PKG-002146,null,WH-093,WH-016,URGENT
PKG-002147,19.87,WH-035,WH-026, STANDARD 
pkg-002148,340.02,WH-066,WH-031,LOW
PKG-002149,232.86,wh-015,WH-098,URGENT
PKG-002150,329.93,WH-046,WH-052,LOW

PKG-002151,311.33,WH-064,wh-093,URGENT
PKG-002152,138.58,wh-050,WH-042,LOW
PKG-002153,429.16,WH-026,WH-075,STANDARD
PKG-002154,76.70,WH-053,WH-082,LOW
 PKG-002155 ,142.53,WH-079,WH-067,URGENT
PKG-002156,394.92,WH-007,WH-058,URGENT
PKG-002157,371.18, WH-001 ,WH-059,STANDARD
PKG-002158,340.69,wh-034,WH-038,STANDARD
PKG-002159,472.38,WH-050,wh-003,URGENT
PKG-002160,N/A,WH-028,WH-007,URGENT
PKG-002161,256.00,WH-065,WH-096,LOW
PKG-002162,267.36,WH-069,wh-022,LOW
PKG-002163,316.87,WH-089,WH-021,CRITICAL
