routeId,originHubId,destinationHubId,distanceKm,typicalDelayMin
RT-00607, WH-007 ,WH-073,1089.46,251
RT-00608,WH-020,WH-037,84.73,201
RT-00609,WH-015,WH-030,1445.50,333
RT-00610,WH-013,WH-032,1360.34,80
RT-00611,WH-032,WH-070,1102.31,94
RT-00612,WH-056,WH-063,145.89,44
RT-00613,WH-080,WH-028,1219.72,169
RT-00614,wh-006,WH-068,818.78,150
RT-00615,WH-030,WH-081,1232.98,331
RT-00616,WH-028,WH-015,622.60,150
RT-00617, WH-094 , WH-095 ,889.32,96
RT-00618,WH-058,WH-030,475.44,352
RT-00619,WH-073,WH-031,343.14,345
RT-00620,WH-021,WH-057,1364.50,67
RT-00621,WH-098,WH-080,306.77,110
RT-00622,WH-076,WH-088,246.29,146
,WH-026,WH-061,1041.48,155
RT-00624,WH-003,WH-004,417.28,140
RT-00625,WH-075,WH-084,527.85,184
RT-00626,WH-034,WH-078,988.66,287
RT-00627, WH-038 ,WH-018,1320.25,146
RT-00628,WH-084,WH-031,861.47,28
RT-00629,WH-086,WH-038,232.42,162
RT-00630,WH-001,WH-047,1497.60,68
RT-00631,WH-075,wh-069,741.65,268
 RT-00632 ,wh-091,WH-089,623.86,186
RT-00633,WH-004,WH-072,425.50,226
RT-00634,WH-005,WH-014,51.43,77
RT-00635,WH-084,WH-052,1139.86,354
RT-00636,WH-079, WH-045 ,905.00,220
RT-00637,WH-092,WH-051,506.25,126
RT-00638,WH-041,WH-075,1341.30,340
RT-00639,WH-006,WH-012,1327.26,21
RT-00640,WH-086,wh-043,165.34,274
RT-00641,WH-046,WH-040,392.08,291
RT-00642,WH-072,WH-024,454.09,335
RT-00643,WH-006,WH-004,1292.66,72
RT-00644,WH-095,WH-018,1022.98,226
RT-00645,WH-060,WH-039,358.56,199
RT-00646,WH-089,WH-065,312.52,251
RT-00647,WH-024,WH-066,394.18,132
RT-00648,WH-065,WH-095,1125.71,197
RT-00649,WH-039,WH-008,1134.52,71
RT-00650,WH-013,WH-005,163.01044126348054km,245
RT-00651,wh-028,WH-061,1202.21,93
RT-00652,WH-028,WH-035,154.52,99
 RT-00653 , WH-008 ,WH-093,262.68,100
,WH-089,wh-033,965.70,95
RT-00655,WH-062,wh-090,1475.41,316
RT-00656,WH-033,wh-092,60.47,41
RT-00657,WH-025,WH-079,1357.12,165
RT-00658,WH-090,WH-063,516.20,183
RT-00659,WH-094,wh-058,1171.55,50
RT-00660,WH-069,,819.00,157
RT-00661,wh-052,WH-023,585.44,314
RT-00662,WH-094,WH-099,522.84,177
RT-00663,WH-064,WH-042,1052.61,161
RT-00664,WH-016,WH-051,481.35,251

RT-00665,WH-068,WH-018,644.47,336
RT-00666,,WH-061,1234.76,202
RT-00667,WH-056,WH-039,1253.87,101
 RT-00668 ,WH-017,WH-018,1416.35,55
RT-00669,WH-058,WH-085,1114.41,215
RT-00670,WH-003,WH-065,815.03,60
RT-00671,WH-043,WH-047,48.96,129
RT-00672,WH-051,WH-059,819.73,174
RT-00673,WH-007,WH-010,75.61,178
RT-00674,WH-036,WH-016,659.48,347
RT-00675,WH-016,WH-080,723.75,260
RT-00676,WH-036,WH-012,593.1901175781719km,58
,WH-035,WH-040,1024.57,17
RT-00678,WH-072,WH-099,609.93,60
RT-00679, WH-070 ,WH-017,863.47,104
RT-00680,WH-016,WH-098,235.22,164
RT-00681,WH-040,WH-060,892.39,94
RT-00682,WH-073,WH-077,472.71,259
RT-00683,WH-054,WH-051,795.49,351
RT-00684,WH-092,WH-037,393.49, 44 
RT-00685,WH-076,WH-042,1134.22,302
RT-00686,WH-082,WH-029,1178.83,357
RT-00687,WH-056,WH-032,200.01,292
RT-00688,WH-016,WH-075,188.71,270
RT-00689,wh-021,WH-052,721.92,31
RT-00690,WH-046,WH-042,360.71,119
RT-00691,WH-076,WH-097,1498.53,114
RT-00692,WH-012,WH-085,561.68,268
RT-00693,WH-026,WH-092,319.23,266
RT-00694,WH-086, WH-076 ,1091.99,110
RT-00695,WH-002,WH-043,626.24,235
rt-00696,WH-044, WH-040 ,43.51,320
RT-00697,WH-002,WH-012,194.28,72
RT-00698,WH-047,WH-085,159.44,171
RT-00699,WH-082,WH-054,895.30,29
RT-00700,WH-001,WH-093,227.34,62
RT-00701,WH-069,WH-050,918.64,98
RT-00702,WH-058,WH-011,211.23,16
RT-00703,WH-074,WH-090,1075.92,61
RT-00704,WH-099,WH-025,1446.51,155
RT-00705,WH-092,WH-088,249.90,32
RT-00706,WH-061,WH-034,961.04,59
RT-00707,WH-065, WH-090 ,1393.51,23
RT-00708,WH-079,WH-014,1332.42,251
RT-00709,WH-001,WH-027,33.75,57
RT-00710,WH-025,WH-031,949.41,49
RT-00711,WH-029,WH-053,946.2621663274273km,176
RT-00712, WH-013 ,WH-088,22.87,66
RT-00713,WH-028,,846.13,109
RT-00714,WH-083,WH-042,1269.98,77
RT-00715,WH-084,WH-071,1021.48,270
RT-00716,WH-048,WH-094,1036.95,268
RT-00717, WH-081 ,WH-018,1441.87,96
RT-00718, WH-050 ,WH-076,1178.09,177
RT-00719,WH-060,WH-075,501.05,283
 RT-00720 ,WH-039,WH-092,350.83,213
RT-00721,WH-010,wh-068,251.08,254
RT-00722,WH-092,WH-003,588.33,47
RT-00723,WH-030,WH-014,568.02,177
 RT-00724 ,WH-047,WH-039,540.77,143
RT-00725,WH-038,WH-065,596.07,299
RT-00726,WH-057,WH-094,195.94,70
RT-00727,wh-025,WH-065,38.01,89
rt-00728,WH-075,WH-054,1258.06,218
, WH-005 ,WH-088,1446.77,316
RT-00730,WH-042,wh-047,829.88,267
RT-00731,wh-062,WH-039,699.96,225
RT-00732,WH-020, WH-054 ,1481.41,263
RT-00733,WH-071,WH-082,841.03,293
RT-00734,WH-077,WH-074,1316.11,152
RT-00735,WH-049,WH-037,478.52,116
RT-00736,WH-057,WH-027,1114.33,208
RT-00737,WH-069,WH-097,389.68,250
RT-00738,WH-013,WH-068,298.73,213
RT-00739,WH-047,WH-027,179.16,192
RT-00740,WH-071,wh-017,1174.81,36
RT-00741,wh-026,WH-094,719.49,61
rt-00742,WH-021,WH-035,413.24,116
RT-00743,WH-026,WH-078,1165.50,309
 RT-00744 ,WH-077,,262.70,80
RT-00745,WH-091,WH-052,694.96,42
RT-00746,WH-003,wh-031,966.63,300
RT-00747,WH-046,WH-085,264.48,249
RT-00748,WH-043,WH-098,39.77,106
RT-00749,WH-092,WH-007,653.81,315
RT-00750,WH-073,WH-093,1436.48,47
RT-00751,WH-055, WH-021 , 476.1679179605191 ,319
rt-00752,WH-031,WH-019, 1294.6206015789523 ,60
RT-00753,WH-039,WH-098,434.17,295
RT-00754, WH-044 ,WH-064,376.36,145
RT-00755,WH-044,WH-072,1400.63,305
 RT-00756 ,WH-025,WH-051,1392.98,137
RT-00757,WH-089,WH-039,1309.15,275
RT-00758,WH-004,WH-014,1234.33,254
 RT-00759 ,wh-038,WH-065,337.64,44
RT-00760,WH-021,WH-055,756.77,59
RT-00761,WH-005,WH-007,1416.22,282,
RT-00762,,WH-096,1364.36,338
RT-00763,WH-085,WH-026,471.71,
RT-00764,WH-077,WH-020,1455.02,341
rt-00765,WH-055,WH-014,475.49,218
RT-00766,WH-054, WH-094 ,1162.03,30
rt-00767,WH-095,wh-056,185.30,N/A
RT-00768,WH-093,WH-036,574.68,237
rt-00769,WH-063,WH-013,N/A,340
RT-00770,WH-044,WH-057,438.38,83
RT-00771,WH-011, WH-069 ,435.58,73
RT-00772,WH-043,WH-054,388.00,246
RT-00773,WH-092,WH-071,482.75,193
RT-00774,WH-012,WH-030,81.86,114
RT-00775, WH-068 ,WH-028,872.08,196
RT-00776,WH-073,WH-048,237.65,147
RT-00777,WH-082,WH-030,N/A,31
RT-00778,WH-045,WH-020,879.60,194
RT-00779,WH-072,WH-001,1009.62,206
RT-00780,WH-074,WH-013,523.72,276
RT-00781,WH-065,WH-029, 633.8722400261826 ,220
RT-00782,WH-098,WH-039,406.67,214
RT-00783,WH-046,WH-076,792.35,297
RT-00784,WH-021,WH-031,22.61,110
RT-00785,WH-036,wh-056,987.34,296
,,WH-031,1095.90,164,
RT-00787,WH-082,WH-049,1166.79,249
RT-00788,WH-022,WH-025,1137.88,296
RT-00789,WH-027,WH-080,517.08,70
RT-00790,WH-083,WH-031,836.34,255
RT-00791,WH-078,WH-015, 69.43619598802871 ,141
 RT-00792 ,WH-059,WH-024,775.42,109
RT-00793,WH-017,WH-033,1270.57,182
RT-00794, WH-053 ,WH-007,523.05
RT-00795,WH-058, WH-082 ,1345.05,128
RT-00796,WH-100,WH-001,939.22,252
RT-00797,WH-016,WH-042,425.86,349
RT-00798,WH-020,WH-030,147.03,166
RT-00799,WH-092,WH-050,1032.75,37
RT-00800,,WH-005,1079.5308725963316km,48
RT-00801,WH-097,WH-004,970.42,232
RT-00802,WH-068,WH-095,236.77,266
RT-00803,WH-052,WH-002,737.19,211
 RT-00804 ,WH-051,wh-007,616.10,35
RT-00805,WH-003,WH-099,1436.12,300
RT-00806,WH-063,wh-010,45.05,322
RT-00807,WH-088,WH-071,1007.26,309
RT-00808,WH-021,WH-059,55.08,22
RT-00809,WH-047,WH-008,400.16,197
RT-00810,WH-011,WH-004,,240
RT-00811,WH-069,WH-037,1037.02,197
RT-00812,WH-035,WH-049,64.48,211
RT-00813,WH-004,WH-058,1122.12,131
RT-00814,WH-038,WH-043,707.21,143
RT-00815,WH-015,WH-008,475.43,231
rt-00816,WH-062,WH-023,128.29,220
RT-00817,WH-014, WH-059 ,249.99,257
RT-00818,WH-012,WH-061,895.11,184
RT-00819,WH-099,WH-049,438.62,200
RT-00820,WH-066,WH-053,428.46,283
RT-00821,WH-065, WH-061 ,1482.19,278

RT-00822,WH-003,WH-090,248.96,329
RT-00823,WH-058,WH-042,1372.17,149
RT-00824, WH-073 ,WH-043,196.75,272
 RT-00825 ,WH-047,WH-051,843.34,105
RT-00826,WH-047,WH-040,69.89,282
rt-00827,WH-072,WH-068,1010.51,359
RT-00828,wh-014,WH-008,1062.47,272
RT-00829,WH-057,wh-091,1331.90,347
RT-00830,WH-080,WH-065,N/A,262
RT-00831, WH-058 ,WH-015,461.48,156
RT-00832,WH-011,WH-059,757.35,92
RT-00833,WH-077,WH-083,293.88,165
RT-00834,WH-039,WH-033,205.20,294
RT-00835,WH-071,WH-048,N/A,247
RT-00836,WH-002,WH-089,1365.97,311
RT-00837,WH-033,WH-082,728.44,22
RT-00838,WH-090,WH-024,1455.81,336
RT-00839,,WH-006,1182.48,261
RT-00840,wh-093,WH-005,1112.96,297
RT-00841,WH-082,WH-021,534.35,105
,WH-005,WH-071, 968.1949167322239 ,186
RT-00843,,WH-080,137.46,156
RT-00844,WH-068,WH-008,1159.86
RT-00845,WH-030,WH-011,213.45,121
RT-00846,WH-033,wh-090,1139.60,61
RT-00847,WH-027,WH-097,275.74,26
RT-00848,WH-066,WH-070,1374.07,245
RT-00849,WH-089,WH-088,798.83,194
RT-00850,WH-089,WH-052,453.74,104
RT-00851,WH-051,WH-028,807.00,244
RT-00852,WH-095,WH-002,333.09,296
RT-00853,WH-039,WH-033,729.48,235
RT-00854,WH-056,WH-054,174.48,241
RT-00855,WH-003,WH-085,995.07,301

RT-00856, WH-068 ,WH-019,816.26,122
 RT-00857 ,WH-076,wh-006,1440.32,
RT-00858,WH-036,WH-004, 871.3954553212789 ,329
RT-00859,WH-024,WH-071,480.15848289912003km,N/A
RT-00860,WH-086,WH-081,1388.87,83
RT-00861,WH-050,WH-052,1038.33,
RT-00862,WH-027, WH-021 ,1193.8484435306182km,43
RT-00863,WH-073,WH-093,777.26,148
RT-00864,WH-011,WH-001,632.21,312
RT-00865,WH-087,WH-003,51.78,85
rt-00866,WH-067,WH-059,1049.92,319
RT-00867, WH-055 ,WH-001,332.69,29
RT-00868,WH-080,WH-088,353.78,98
RT-00869,WH-033,WH-048,709.10,329
 RT-00870 ,WH-023,WH-061,901.61,43
RT-00871,WH-044,WH-082,1220.91,113
RT-00872,WH-096,WH-075,665.33,299
RT-00873,WH-011,WH-046,997.38,124
RT-00874,WH-009,WH-093,1377.15,104
RT-00875,WH-040,WH-082,1281.97,305
RT-00876,WH-064,WH-074,151.05,216
RT-00877,WH-001,WH-067,874.34,186
RT-00878,WH-071, WH-037 ,617.59,53
RT-00879,wh-014,WH-034,979.15,96
RT-00880,WH-019,WH-087,120.16,180
RT-00881,WH-098,wh-076,486.83,226
RT-00882,WH-085,WH-099,851.50,328
rt-00883,WH-045,WH-085,1073.38,174
RT-00884,WH-042,WH-075,499.76,344
RT-00885,WH-010,WH-081,557.39,93
RT-00886,wh-037,WH-032,172.95
RT-00887,WH-066,WH-044,192.66,93
RT-00888,,WH-053,1339.67,108

RT-00889,WH-037,WH-039,1304.86,202
RT-00890,WH-020,WH-073,1129.87,356
RT-00891,WH-017,WH-065,464.09,38
RT-00892,WH-043,WH-028,1494.57,36
RT-00893,WH-038,WH-037,1332.93,68
RT-00894,WH-022,WH-001,1392.18,102
RT-00895,WH-099,WH-098,1207.18,341
,WH-079,WH-005,505.50,181
RT-00897,,WH-058,296.49,128
RT-00898,WH-062,WH-074,273.30,300

RT-00899,WH-013,WH-094,41.00,213
RT-00900,WH-007,WH-071,875.99,187
RT-00901,WH-028,WH-088,253.38,189
RT-00902,WH-026,WH-035,1377.70,23
RT-00903,,WH-076,345.19,191
RT-00904,WH-088,WH-048,1070.23,341
RT-00905,WH-003,WH-057,428.37,326
RT-00906,WH-025,wh-084,668.27,174
RT-00907, WH-090 ,WH-037,1174.88,308
RT-00908,,WH-043,671.78,234
RT-00909,WH-006,WH-047,470.51,242
RT-00910,WH-029,WH-063,820.44,130
RT-00911,WH-072,WH-007,653.94,63
RT-00912,WH-058,WH-016,152.88,354
RT-00913,WH-058,WH-079,1103.35,242
RT-00914,WH-075,WH-068,1188.56,63
RT-00915,WH-015,WH-017,68.42,44
RT-00916,WH-035,WH-005,1129.74,60
RT-00917,WH-056,WH-033,929.74,284
RT-00918,WH-047,WH-093,462.90,29
RT-00919,WH-078,WH-091,289.82,342
 RT-00920 ,WH-010,WH-004,97.82,52
RT-00921,WH-048,WH-009,890.89,348
RT-00922,WH-082,WH-009,743.99,182
RT-00923,WH-060,WH-047,1223.64,68
RT-00924,WH-096,WH-021,385.03,122
RT-00925,WH-049,WH-027,813.26,168
RT-00926,WH-071,wh-080,374.92,172
RT-00927,WH-016,WH-023,1491.88,100
RT-00928,WH-025,WH-073,856.38,163
 RT-00929 ,WH-040,WH-095, 90.73410169742536 ,308
RT-00930,WH-093,WH-053,1129.89,219
RT-00931,WH-076,WH-005,1275.90,319

RT-00932,WH-038,WH-084,912.21,345
RT-00933,WH-081,WH-096,1412.20,168
 RT-00934 ,WH-008,WH-064,595.03,233
rt-00935,WH-068,WH-073,898.43,299
RT-00936,WH-037,WH-024,810.95,344
RT-00937,WH-082,WH-062,1228.15,316
RT-00938,WH-059,WH-012,1149.34,323
RT-00939,WH-019,WH-004,287.08,231
RT-00940,WH-023,WH-042,855.64,139
RT-00941,WH-085,WH-069,144.09,312
RT-00942,WH-048,WH-025,1000.73,357
RT-00943,WH-088,WH-100,194.79,336
RT-00944,WH-088,WH-075,615.38,127
RT-00945,WH-064,WH-041,415.84,85
RT-00946,WH-080, WH-022 ,610.30,280
RT-00947,WH-088,WH-090,620.57,285
RT-00948,WH-091,WH-054,191.19,231
RT-00949,WH-094,WH-034,67.00,77
RT-00950,WH-048,WH-038,784.87,86
rt-00951,wh-097,WH-029,949.76,146
RT-00952,WH-078,WH-086,107.58,214
rt-00953,WH-098,WH-003,,180
RT-00954,WH-096,WH-076,398.33,190
RT-00955,WH-075,wh-039,1093.61,210
RT-00956,WH-079,WH-019,285.30,250
RT-00957,WH-045, WH-050 ,552.55,340
RT-00958,WH-051,WH-030,847.98,359
RT-00959,WH-024,WH-082,23.68,230
RT-00960,WH-024,wh-042,770.05,36

RT-00961,WH-050,WH-098,811.05,309
RT-00962,WH-071,WH-070,1419.75,50
RT-00963,WH-038,WH-054,460.16,343
RT-00964,WH-053,,1292.95,183
RT-00965,WH-049,WH-087,1395.74,N/A
 RT-00966 ,WH-014,WH-086,957.43,156
RT-00967,WH-025,WH-001,1204.97,231
 RT-00968 ,WH-091,WH-027,1311.58,250
RT-00969,WH-053,wh-001,1072.72,186
RT-00970,WH-063,WH-036,1145.25,164
RT-00971,WH-091,WH-098,1483.65,51
RT-00972,wh-054,wh-075,296.01,269
RT-00973,WH-053,WH-045,1448.53,38
RT-00974,WH-056,WH-081,1377.23
RT-00975,WH-035,WH-052,421.28,N/A
RT-00976,WH-091,WH-029,309.70,75
RT-00977,WH-063,WH-049,785.72,143
RT-00978,WH-071,WH-066,982.74,302
RT-00979, WH-083 ,WH-016,1088.77,70
RT-00980,WH-076,WH-092,,254
RT-00981,WH-089,WH-010,856.40,343
RT-00982,WH-031,WH-047,850.25,60
RT-00983,WH-027,WH-085,179.62,236

RT-00984,WH-028,WH-031,786.36,226
RT-00985,WH-002,WH-020,278.27,291
RT-00986,WH-091,WH-100,1467.45,244
RT-00987,WH-082,WH-034,47.56,218
RT-00988, WH-080 ,WH-020,147.39,223
,WH-026,WH-066,1010.95,267
RT-00990,WH-012,WH-088,676.88,169
RT-00991,WH-047,WH-019,483.85,248
RT-00992,WH-016,WH-010,641.35,149
RT-00993,WH-044,WH-005,306.95,90
RT-00994,WH-032,WH-064,994.22,70
RT-00995,WH-034,WH-010, 252.58722444546734 ,128
rt-00996,WH-083,WH-089,415.47,183
 RT-00997 ,WH-008,WH-066,797.58,258
RT-00998,WH-016,WH-032,1440.95,299
RT-00999,WH-052,WH-088,208.10,310
RT-01000,WH-006,WH-050,1164.1700660103213km,118
RT-01001,WH-027,wh-033,678.14,210
RT-01002,WH-096,WH-061,1390.54,323
RT-01003,WH-019,WH-085,151.03,80
rt-01004,WH-001,WH-047,822.42,213
RT-01005, WH-079 ,WH-003,343.44,53
RT-01006,WH-047,WH-019,1261.12,199
RT-01007,WH-010,WH-009,633.74,255
RT-01008,wh-052,WH-060,11.40,49
RT-01009,WH-022, WH-026 ,12.98,N/A
RT-01010,WH-022,WH-049,896.90,281
RT-01011,WH-027,WH-024,122.00,319
RT-01012,WH-072,WH-057,381.77,29
,WH-052,,440.28,121
RT-01014,WH-012,WH-067,276.17,273
RT-01015,,WH-062,613.45,164
RT-01016,WH-074,WH-007,1010.03,306
rt-01017,WH-018,WH-028,646.16,30
RT-01018,WH-068,WH-077,439.92,330
RT-01019,WH-024,WH-075,1175.98,97
RT-01020,WH-032,WH-002,1283.7823725710123km,145
RT-01021,WH-073,WH-029,833.38,289
RT-01022,WH-012,WH-028,664.03,38
RT-01023,WH-062,WH-034,239.94,17
RT-01024,WH-057,WH-044,1157.05,243
 RT-01025 ,WH-069,WH-055,596.60,184
RT-01026,WH-024,WH-013,1488.72,291
RT-01027,WH-070,WH-054,1425.35,32
,WH-099,WH-086,713.04,299
RT-01029,WH-031,WH-007,870.69
RT-01030,WH-094,WH-072,,35
RT-01031,WH-029,WH-066,117.63,203
RT-01032,WH-016,WH-014,579.62,108
RT-01033,WH-004,WH-053,529.65,307
rt-01034,WH-015,WH-056,1272.0101286093782km,127
rt-01035,WH-082,WH-086,,90
RT-01036,WH-046,WH-039,1023.52,225
RT-01037,WH-068,WH-053,159.33,82
RT-01038,,WH-072,577.36,65
RT-01039,WH-047,WH-008,55.58,249
RT-01040,WH-056, WH-004 ,705.4912271200053km,90
RT-01041,WH-045, WH-074 ,799.20,149
RT-01042,WH-017,WH-008,877.75,117
RT-01043,WH-050,WH-029,1093.80,286

RT-01044,WH-029,WH-069,1175.94,145
RT-01045,WH-062,WH-022,71.03,112
RT-01046,WH-033,WH-094,344.77,325
RT-01047, WH-062 ,WH-021,934.08,63
RT-01048,WH-077,WH-089,716.79,27
RT-01049,WH-038, WH-084 ,310.46
RT-01050,WH-098,WH-002,529.78,119
RT-01051,WH-090, WH-022 ,1360.78,97
RT-01052,WH-088,WH-056,1455.11,284
RT-01053,WH-079,WH-070,1113.99,312
RT-01054,WH-018,,1430.59,55
RT-01055,WH-076,WH-027,1391.49
RT-01056,WH-010, WH-043 ,190.29,232
RT-01057,WH-040,WH-048,159.09,37
RT-01058,WH-014, WH-092 ,570.86,335
RT-01059,WH-019,WH-003,1362.10,65
RT-01060,WH-001,WH-068,937.90,261
RT-01061,WH-098,WH-095,null,90
 RT-01062 ,WH-025,WH-031,189.57,64
RT-01063,WH-089,WH-092,100.87,242
RT-01064,WH-012,WH-064,null,135
,WH-080,WH-095,1136.07,64
RT-01066,WH-089,WH-026,58.54,34
rt-01067, WH-080 ,WH-048,100.98,282
RT-01068,WH-061,WH-038,134.38,140
RT-01069,WH-009,WH-051,1334.49,150
RT-01070,WH-043,WH-085,789.75,307
RT-01071,WH-008,WH-084,423.04,42
RT-01072,WH-053,WH-090,1098.16,99
RT-01073,WH-097,WH-091,1218.47,208
RT-01074,WH-056,WH-062,1363.02,319
RT-01075,WH-070,WH-093,919.95,50
RT-01076, WH-067 ,WH-041,597.24,45
,WH-058,WH-062,547.87,351
RT-01078,WH-051,WH-028,138.01,121
RT-01079,WH-060,WH-075,385.06,20
RT-01080,WH-096,WH-001,315.60,98
RT-01081,wh-013,WH-007,1377.90,119
RT-01082,wh-096,WH-086,160.34,110
RT-01083,WH-081,WH-020,985.64,317
RT-01084,WH-041,WH-096,669.91,153
RT-01085,WH-074,WH-089,null,345
RT-01086,WH-015,WH-055,1286.39,177
RT-01087,WH-076,WH-092,1494.41,77
RT-01088,WH-024,wh-086,346.83,251
RT-01089,WH-052, WH-100 ,740.42,328
RT-01090,WH-050,WH-087, 87.99597692754136 ,319
RT-01091,WH-004,WH-056,375.69,298
rt-01092,WH-062,WH-010,653.57,71
RT-01093,WH-097,WH-018,211.30,101
RT-01094,WH-079,WH-075,834.17,254
RT-01095,,WH-093,531.61,102
RT-01096,WH-086,WH-035,101.74,47
RT-01097,WH-043,WH-077,1351.44,327
RT-01098,WH-093,wh-049,918.13,49
RT-01099,WH-009,WH-068,1248.80,88
RT-01100,WH-097,WH-061,826.73,207
RT-01101,WH-013,WH-005,757.88,331
RT-01102,WH-040,WH-014,210.46,255
RT-01103,WH-016,WH-041,468.50,36
RT-01104,WH-065,WH-074,1069.17,151
RT-01105,WH-023,WH-009,300.04,57
RT-01106,WH-034,WH-092,407.29,206,
rt-01107,WH-003,WH-049,1201.66,283
RT-01108, WH-079 ,WH-080,1406.55,
RT-01109,WH-041,WH-066,776.43,37
RT-01110, WH-074 ,WH-079,371.00,227
RT-01111,WH-031,WH-048,N/A,148
RT-01112,WH-048,WH-041,178.75,119
,WH-070,WH-038,1135.45,173
RT-01114, WH-097 ,WH-060,780.50,321
RT-01115,wh-001,wh-070,864.97,76
RT-01116,WH-008,WH-097,723.66,17
RT-01117,WH-040,WH-045,984.81,339
RT-01118,WH-027,WH-044,833.69,280
RT-01119,WH-050,WH-046,99.88,281
RT-01120,WH-052,WH-064,210.10,216
RT-01121,WH-036,WH-049,577.94
RT-01122,WH-023,WH-083,874.02,198
RT-01123,WH-084,WH-030,125.64,239
 RT-01124 ,WH-020,WH-064,630.10,66
RT-01125,WH-025,wh-031,203.02,
RT-01126,WH-051,WH-096,780.26,130
RT-01127,WH-046,WH-082,1407.47,184
RT-01128,WH-070,WH-045,1271.14,237
RT-01129,wh-053,WH-011,97.83,94
RT-01130,WH-032,WH-023,912.82,82
RT-01131,wh-097,WH-028,438.72,142
RT-01132,WH-048,WH-031,1157.49,262
RT-01133,WH-065,WH-038,682.19,179
RT-01134,WH-082,WH-025,1478.11,119
RT-01135,WH-039,WH-025,1392.63,313
RT-01136,WH-008,WH-077,1071.93,87
 RT-01137 ,WH-069,WH-042,627.56,45
RT-01138,WH-009,WH-083,1357.32,220
RT-01139,WH-089,WH-077,235.97,244
RT-01140,WH-012,WH-076,170.54,56
RT-01141, WH-012 ,WH-039,1316.93,98
RT-01142,WH-096,WH-005,510.98,257
RT-01143,WH-010,WH-081,805.71,294
RT-01144,WH-079,WH-057,714.73,26
RT-01145,WH-046,WH-077,128.82,210
RT-01146,WH-030,WH-064,1482.96
 RT-01147 ,WH-091,WH-035, 22.012886562581514 ,143
RT-01148,WH-051,WH-023,852.23,250
rt-01149,WH-074,WH-092,939.77,262
RT-01150,WH-069,WH-058,746.53,85
RT-01151,WH-040,WH-056,1009.77,57
RT-01152,wh-097,WH-081,690.48,325
RT-01153,WH-032,WH-094,924.06,260
RT-01154,,wh-038, 637.9015762705902 ,347
 RT-01155 ,WH-098,WH-073,782.28,341
RT-01156,wh-025,WH-035,365.41,193
 RT-01157 ,WH-068,WH-040, 399.3460287005004 ,138
RT-01158,WH-038,WH-095,512.25,77
RT-01159, WH-048 ,WH-062,379.63,165
RT-01160,WH-015,WH-033,1015.29,343
RT-01161,WH-098,WH-100,638.31,277
RT-01162,WH-045,WH-060,159.25,350
RT-01163,WH-059,WH-084,729.96,92
RT-01164,WH-013,WH-075, 729.4734428657848 ,60
 RT-01165 ,WH-021,WH-083,655.99,313
RT-01166, WH-051 ,WH-022,725.74,52
RT-01167,WH-072,WH-005,1199.42,262
RT-01168,WH-030,WH-090,903.75,44

RT-01169,WH-021,WH-017,1249.22,28
RT-01170, WH-091 , WH-052 ,829.01,53

RT-01171,wh-095,WH-089,975.61,35
RT-01172,WH-027, WH-024 ,382.47,255
RT-01173,wh-071,WH-050,564.03,164
RT-01174,WH-034,WH-020,75.27,351
RT-01175,WH-035,WH-087,364.94,195
RT-01176,WH-054, WH-069 ,544.99,133
RT-01177,WH-035,WH-061,681.28,43
 RT-01178 ,WH-044,WH-098,228.62,273
RT-01179,WH-075,WH-014,181.04,
,WH-067,WH-097,1001.93,322
RT-01181,WH-040,wh-047,734.74,119
RT-01182,WH-051,WH-023,994.38,121
RT-01183,WH-083,WH-052,1139.01,19
RT-01184,WH-071,WH-088,1212.29,28
RT-01185,WH-075,WH-080,1132.70,204
RT-01186,WH-099,WH-008,1468.40,164
RT-01187,WH-095,WH-011,303.02,265
RT-01188,WH-077,WH-047,757.08,320
RT-01189,WH-048,WH-074,1444.07,22
RT-01190, WH-042 ,WH-082,1184.31,348
RT-01191,WH-062,WH-012,1477.92,91
RT-01192,WH-045,WH-035,433.72,355
RT-01193,WH-079,WH-029,582.04,34
RT-01194,WH-031,wh-052,591.33,246
RT-01195,WH-033,WH-008,500.15,122
rt-01196,WH-049,WH-085,781.02,193
RT-01197,WH-074,WH-020,176.72,283
RT-01198,WH-083,wh-017,null,324
RT-01199,WH-048,WH-083,35.36,256
RT-01200,WH-093,WH-027,163.63,279
RT-01201,WH-052,WH-018,94.94,93
RT-01202,WH-056,WH-041,761.30,236
RT-01203,WH-078,WH-041,177.34,258
RT-01204,WH-084,WH-031,568.74,128
RT-01205,WH-066,WH-051,1034.71,107
RT-01206,WH-022,,170.97,339
 RT-01207 ,WH-014,wh-083,229.81,215
rt-01208,WH-001,WH-013,null,266
rt-01209,WH-004,wh-088,685.97,167
RT-01210, WH-011 ,WH-061,627.49, 109 
RT-01211,WH-045,WH-021,1117.41,267
rt-01212,WH-004,WH-078,455.51,47
RT-01213,wh-020,WH-073,742.50,237
RT-01214,WH-016,WH-097,610.71,103
RT-01215,wh-047,WH-096,653.87,158
RT-01216,,WH-049,1392.22,256
RT-01217,WH-032,WH-007,518.07,323
rt-01218,WH-076,WH-065,713.47,283
RT-01219,WH-014,WH-007,931.28,317
RT-01220,WH-040,WH-049,167.66,270
RT-01221,WH-029,WH-097,383.30,305
RT-01222,WH-002,WH-018,1402.88,28
RT-01223,WH-075,WH-051,441.72,28
RT-01224,WH-036,WH-018,684.12,142
 RT-01225 ,WH-029,WH-052,null,352
